id,event_id,fighter1,fighter2,winner,method,round,time,source,scraped_at
284,24,"Nora Cornolle","Hailey Cowan","Nora Cornolle","Submission (rear-naked choke)",,,wikipedia,2025-07-12T03:53:05.202161
285,25,"Ilia Topuria","Charles Oliveira","Ilia Topuria","KO (punches)",,,wikipedia,2025-07-12T18:13:34.699435
286,25,"Alexandre Pantoja","Kai Kara-France","Alexandre Pantoja","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.699745
287,25,"Joshua Van","Brandon Royval","Joshua Van","Decision (unanimous) (29–28, 29–28, 30–27)",,,wikipedia,2025-07-12T18:13:34.699767
288,25,"Beneil Dariush","Renato Moicano","Beneil Dariush","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.699836
289,25,"Payton Talbott","Felipe Lima","Payton Talbott","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.699852
290,25,"Gregory Rodrigues","Jack Hermansson","Gregory Rodrigues","KO (punch)",,,wikipedia,2025-07-12T18:13:34.699921
291,25,"Jose Miguel Delgado","Hyder Amil","Jose Miguel Delgado","KO (knee and elbows)",,,wikipedia,2025-07-12T18:13:34.699935
292,25,"Tracy Cortez","Viviane Araújo","Tracy Cortez","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.699947
293,25,"Terrance McKinney","Viacheslav Borshchev","Terrance McKinney","Submission (guillotine choke)",,,wikipedia,2025-07-12T18:13:34.699960
294,25,"Jacobe Smith","Niko Price","Jacobe Smith","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.699972
295,25,"Jhonata Diniz","Alvin Hines","Jhonata Diniz","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700142
296,26,"Ilia Topuria","Charles Oliveira","Ilia Topuria","KO (punches)",,,wikipedia,2025-07-12T18:13:34.700246
297,26,"Alexandre Pantoja","Kai Kara-France","Alexandre Pantoja","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.700260
298,26,"Joshua Van","Brandon Royval","Joshua Van","Decision (unanimous) (29–28, 29–28, 30–27)",,,wikipedia,2025-07-12T18:13:34.700271
299,26,"Beneil Dariush","Renato Moicano","Beneil Dariush","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700283
300,26,"Payton Talbott","Felipe Lima","Payton Talbott","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700294
301,26,"Gregory Rodrigues","Jack Hermansson","Gregory Rodrigues","KO (punch)",,,wikipedia,2025-07-12T18:13:34.700306
302,26,"Jose Miguel Delgado","Hyder Amil","Jose Miguel Delgado","KO (knee and elbows)",,,wikipedia,2025-07-12T18:13:34.700317
303,26,"Tracy Cortez","Viviane Araújo","Tracy Cortez","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700328
304,26,"Terrance McKinney","Viacheslav Borshchev","Terrance McKinney","Submission (guillotine choke)",,,wikipedia,2025-07-12T18:13:34.700339
305,26,"Jacobe Smith","Niko Price","Jacobe Smith","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.700351
306,26,"Jhonata Diniz","Alvin Hines","Jhonata Diniz","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700362
307,27,"Ilia Topuria","Charles Oliveira","Ilia Topuria","KO (punches)",,,wikipedia,2025-07-12T18:13:34.700385
308,27,"Alexandre Pantoja","Kai Kara-France","Alexandre Pantoja","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.700397
309,27,"Joshua Van","Brandon Royval","Joshua Van","Decision (unanimous) (29–28, 29–28, 30–27)",,,wikipedia,2025-07-12T18:13:34.700414
310,27,"Beneil Dariush","Renato Moicano","Beneil Dariush","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700428
311,27,"Payton Talbott","Felipe Lima","Payton Talbott","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700439
312,27,"Gregory Rodrigues","Jack Hermansson","Gregory Rodrigues","KO (punch)",,,wikipedia,2025-07-12T18:13:34.700450
313,27,"Jose Miguel Delgado","Hyder Amil","Jose Miguel Delgado","KO (knee and elbows)",,,wikipedia,2025-07-12T18:13:34.700460
314,27,"Tracy Cortez","Viviane Araújo","Tracy Cortez","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700471
315,27,"Terrance McKinney","Viacheslav Borshchev","Terrance McKinney","Submission (guillotine choke)",,,wikipedia,2025-07-12T18:13:34.700486
316,27,"Jacobe Smith","Niko Price","Jacobe Smith","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.700498
317,27,"Jhonata Diniz","Alvin Hines","Jhonata Diniz","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700511
318,28,"Merab Dvalishvili","Sean O'Malley","Merab Dvalishvili","Submission (north-south choke)",,,wikipedia,2025-07-12T18:13:34.700539
319,28,"Kayla Harrison","Julianna Peña","Kayla Harrison","Submission (kimura)",,,wikipedia,2025-07-12T18:13:34.700550
320,28,"Joe Pyfer","Kelvin Gastelum","Joe Pyfer","Decision (unanimous) (29–28, 29–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700575
321,28,"Mario Bautista","Patchy Mix","Mario Bautista","Decision (unanimous) (29–28, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700590
322,28,"Kevin Holland","Vicente Luque","Kevin Holland","Submission (brabo choke)",,,wikipedia,2025-07-12T18:13:34.700604
323,28,"Joshua Van","Bruno Gustavo da Silva","Joshua Van","TKO (punches)",,,wikipedia,2025-07-12T18:13:34.700615
324,28,"Azamat Murzakanov","Brendson Ribeiro","Azamat Murzakanov","TKO (submission to punches)",,,wikipedia,2025-07-12T18:13:34.700625
325,28,"Waldo Cortes-Acosta","Serghei Spivac","Waldo Cortes-Acosta","Decision (unanimous) (30–27, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700636
326,28,"Andreas Gustafsson","Khaos Williams","Andreas Gustafsson","Decision (unanimous) (30–27, 30–26, 30–26)",,,wikipedia,2025-07-12T18:13:34.700647
327,28,"Wang Cong","Ariane da Silva","Wang Cong","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700660
328,28,"Yoo Joo-sang","Jeka Saragih","Yoo Joo-sang","KO (punch)",,,wikipedia,2025-07-12T18:13:34.700671
329,28,"Quillan Salkilld","Yanal Ashmouz","Quillan Salkilld","Decision (unanimous) (30–27, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700681
330,28,"MarQuel Mederos","Mark Choinski","MarQuel Mederos","Decision (unanimous) (30–27, 30–27, 29–28)",,,wikipedia,2025-07-12T18:13:34.700719
331,29,"Jack Della Maddalena","Belal Muhammad","Jack Della Maddalena","Decision (unanimous) (48–47, 48–47, 49–46)",,,wikipedia,2025-07-12T18:13:34.700756
332,29,"Valentina Shevchenko","Manon Fiorot","Valentina Shevchenko","Decision (unanimous) (48–47, 48–47, 48–47)",,,wikipedia,2025-07-12T18:13:34.700768
333,29,"Aiemann Zahabi","José Aldo","Aiemann Zahabi","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.700780
334,29,"Natália Silva","Alexa Grasso","Natália Silva","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700798
335,29,"Benoît Saint Denis","Kyle Prepolec","Benoît Saint Denis","Submission (arm-triangle choke)",,,wikipedia,2025-07-12T18:13:34.700809
336,29,"Mike Malott","Charles Radtke","Mike Malott","KO (punches)",,,wikipedia,2025-07-12T18:13:34.700821
337,29,"Jasmine Jasudavicius","Jéssica Andrade","Jasmine Jasudavicius","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.700838
338,29,"Modestas Bukauskas","Ion Cuțelaba","Modestas Bukauskas","Decision (split) (27–30, 30–27, 29–28)",,,wikipedia,2025-07-12T18:13:34.700860
339,29,"Navajo Stirling","Ivan Erslan","Navajo Stirling","Decision (unanimous) (29–28, 29–28, 29–27)",,,wikipedia,2025-07-12T18:13:34.700872
340,29,"Marc-André Barriault","Bruno Silva","Marc-André Barriault","KO (elbows and punches)",,,wikipedia,2025-07-12T18:13:34.700882
341,29,"Daniel Santos","Lee Jeong-yeong","Daniel Santos","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700893
342,29,"Bekzat Almakhan","Brad Katona","Bekzat Almakhan","KO (punches)",,,wikipedia,2025-07-12T18:13:34.700904
343,30,"Alexander Volkanovski","Diego Lopes","Alexander Volkanovski","Decision (unanimous) (48–47, 49–46, 49–46)",,,wikipedia,2025-07-12T18:13:34.700927
344,30,"Paddy Pimblett","Michael Chandler","Paddy Pimblett","TKO (elbows and punches)",,,wikipedia,2025-07-12T18:13:34.700938
345,30,"Yair Rodríguez","Patrício Pitbull","Yair Rodríguez","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700948
346,30,"Jean Silva","Bryce Mitchell","Jean Silva","Submission (ninja choke)",,,wikipedia,2025-07-12T18:13:34.700959
347,30,"Dominick Reyes","Nikita Krylov","Dominick Reyes","KO (punch)",,,wikipedia,2025-07-12T18:13:34.700971
348,30,"Dan Ige","Sean Woodson","Dan Ige","TKO (punches)",,,wikipedia,2025-07-12T18:13:34.700982
349,30,"Virna Jandiroba","Yan Xiaonan","Virna Jandiroba","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T18:13:34.700993
350,30,"Chase Hooper","Jim Miller","Chase Hooper","Decision (unanimous) (30–27, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.701003
351,30,"Julian Erosa","Darren Elkins","Julian Erosa","TKO (punches)",,,wikipedia,2025-07-12T18:13:34.701014
352,30,"Michał Oleksiejczuk","Sedriques Dumas","Michał Oleksiejczuk","TKO (punches and elbows)",,,wikipedia,2025-07-12T18:13:34.701024
353,30,"Su Mudaerji","Mitch Raposo","Su Mudaerji","Decision (split) (28–29, 29–28, 29–28)",,,wikipedia,2025-07-12T18:13:34.701036
354,30,"Marco Tulio","Tresean Gore","Marco Tulio","TKO (punch)",,,wikipedia,2025-07-12T18:13:34.701047
355,30,"Nora Cornolle","Hailey Cowan","Nora Cornolle","Submission (rear-naked choke)",,,wikipedia,2025-07-12T18:13:34.701057
356,31,"Ilia Topuria","Charles Oliveira","Ilia Topuria","KO (punches)",,,wikipedia,2025-07-12T21:21:48.128912
357,31,"Alexandre Pantoja","Kai Kara-France","Alexandre Pantoja","Submission (rear-naked choke)",,,wikipedia,2025-07-12T21:21:48.129553
358,31,"Joshua Van","Brandon Royval","Joshua Van","Decision (unanimous) (29–28, 29–28, 30–27)",,,wikipedia,2025-07-12T21:21:48.129607
359,31,"Beneil Dariush","Renato Moicano","Beneil Dariush","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.129627
360,31,"Payton Talbott","Felipe Lima","Payton Talbott","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.129640
361,31,"Gregory Rodrigues","Jack Hermansson","Gregory Rodrigues","KO (punch)",,,wikipedia,2025-07-12T21:21:48.129901
362,31,"Jose Miguel Delgado","Hyder Amil","Jose Miguel Delgado","KO (knee and elbows)",,,wikipedia,2025-07-12T21:21:48.129922
363,31,"Tracy Cortez","Viviane Araújo","Tracy Cortez","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.129934
364,31,"Terrance McKinney","Viacheslav Borshchev","Terrance McKinney","Submission (guillotine choke)",,,wikipedia,2025-07-12T21:21:48.129984
365,31,"Jacobe Smith","Niko Price","Jacobe Smith","Submission (rear-naked choke)",,,wikipedia,2025-07-12T21:21:48.129996
366,31,"Jhonata Diniz","Alvin Hines","Jhonata Diniz","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130009
367,32,"Merab Dvalishvili","Sean O'Malley","Merab Dvalishvili","Submission (north-south choke)",,,wikipedia,2025-07-12T21:21:48.130044
368,32,"Kayla Harrison","Julianna Peña","Kayla Harrison","Submission (kimura)",,,wikipedia,2025-07-12T21:21:48.130055
369,32,"Joe Pyfer","Kelvin Gastelum","Joe Pyfer","Decision (unanimous) (29–28, 29–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130067
370,32,"Mario Bautista","Patchy Mix","Mario Bautista","Decision (unanimous) (29–28, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130079
371,32,"Kevin Holland","Vicente Luque","Kevin Holland","Submission (brabo choke)",,,wikipedia,2025-07-12T21:21:48.130091
372,32,"Joshua Van","Bruno Gustavo da Silva","Joshua Van","TKO (punches)",,,wikipedia,2025-07-12T21:21:48.130102
373,32,"Azamat Murzakanov","Brendson Ribeiro","Azamat Murzakanov","TKO (submission to punches)",,,wikipedia,2025-07-12T21:21:48.130112
374,32,"Waldo Cortes-Acosta","Serghei Spivac","Waldo Cortes-Acosta","Decision (unanimous) (30–27, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130429
375,32,"Andreas Gustafsson","Khaos Williams","Andreas Gustafsson","Decision (unanimous) (30–27, 30–26, 30–26)",,,wikipedia,2025-07-12T21:21:48.130443
376,32,"Wang Cong","Ariane da Silva","Wang Cong","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130454
377,32,"Yoo Joo-sang","Jeka Saragih","Yoo Joo-sang","KO (punch)",,,wikipedia,2025-07-12T21:21:48.130466
378,32,"Quillan Salkilld","Yanal Ashmouz","Quillan Salkilld","Decision (unanimous) (30–27, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130475
379,32,"MarQuel Mederos","Mark Choinski","MarQuel Mederos","Decision (unanimous) (30–27, 30–27, 29–28)",,,wikipedia,2025-07-12T21:21:48.130534
380,33,"Jack Della Maddalena","Belal Muhammad","Jack Della Maddalena","Decision (unanimous) (48–47, 48–47, 49–46)",,,wikipedia,2025-07-12T21:21:48.130573
381,33,"Valentina Shevchenko","Manon Fiorot","Valentina Shevchenko","Decision (unanimous) (48–47, 48–47, 48–47)",,,wikipedia,2025-07-12T21:21:48.130584
382,33,"Aiemann Zahabi","José Aldo","Aiemann Zahabi","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130596
383,33,"Natália Silva","Alexa Grasso","Natália Silva","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130606
384,33,"Benoît Saint Denis","Kyle Prepolec","Benoît Saint Denis","Submission (arm-triangle choke)",,,wikipedia,2025-07-12T21:21:48.130616
385,33,"Mike Malott","Charles Radtke","Mike Malott","KO (punches)",,,wikipedia,2025-07-12T21:21:48.130653
386,33,"Jasmine Jasudavicius","Jéssica Andrade","Jasmine Jasudavicius","Submission (rear-naked choke)",,,wikipedia,2025-07-12T21:21:48.130664
387,33,"Modestas Bukauskas","Ion Cuțelaba","Modestas Bukauskas","Decision (split) (27–30, 30–27, 29–28)",,,wikipedia,2025-07-12T21:21:48.130674
388,33,"Navajo Stirling","Ivan Erslan","Navajo Stirling","Decision (unanimous) (29–28, 29–28, 29–27)",,,wikipedia,2025-07-12T21:21:48.130685
389,33,"Marc-André Barriault","Bruno Silva","Marc-André Barriault","KO (elbows and punches)",,,wikipedia,2025-07-12T21:21:48.130696
390,33,"Daniel Santos","Lee Jeong-yeong","Daniel Santos","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130705
391,33,"Bekzat Almakhan","Brad Katona","Bekzat Almakhan","KO (punches)",,,wikipedia,2025-07-12T21:21:48.130715
392,34,"Alexander Volkanovski","Diego Lopes","Alexander Volkanovski","Decision (unanimous) (48–47, 49–46, 49–46)",,,wikipedia,2025-07-12T21:21:48.130739
393,34,"Paddy Pimblett","Michael Chandler","Paddy Pimblett","TKO (elbows and punches)",,,wikipedia,2025-07-12T21:21:48.130752
394,34,"Yair Rodríguez","Patrício Pitbull","Yair Rodríguez","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130767
395,34,"Jean Silva","Bryce Mitchell","Jean Silva","Submission (ninja choke)",,,wikipedia,2025-07-12T21:21:48.130778
396,34,"Dominick Reyes","Nikita Krylov","Dominick Reyes","KO (punch)",,,wikipedia,2025-07-12T21:21:48.130788
397,34,"Dan Ige","Sean Woodson","Dan Ige","TKO (punches)",,,wikipedia,2025-07-12T21:21:48.130805
398,34,"Virna Jandiroba","Yan Xiaonan","Virna Jandiroba","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130818
399,34,"Chase Hooper","Jim Miller","Chase Hooper","Decision (unanimous) (30–27, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130829
400,34,"Julian Erosa","Darren Elkins","Julian Erosa","TKO (punches)",,,wikipedia,2025-07-12T21:21:48.130842
401,34,"Michał Oleksiejczuk","Sedriques Dumas","Michał Oleksiejczuk","TKO (punches and elbows)",,,wikipedia,2025-07-12T21:21:48.130853
402,34,"Su Mudaerji","Mitch Raposo","Su Mudaerji","Decision (split) (28–29, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130864
403,34,"Marco Tulio","Tresean Gore","Marco Tulio","TKO (punch)",,,wikipedia,2025-07-12T21:21:48.130877
404,34,"Nora Cornolle","Hailey Cowan","Nora Cornolle","Submission (rear-naked choke)",,,wikipedia,2025-07-12T21:21:48.130887
405,35,"Magomed Ankalaev","Alex Pereira","Magomed Ankalaev","Decision (unanimous) (49–46, 48–47, 48–47)",,,wikipedia,2025-07-12T21:21:48.130912
406,35,"Justin Gaethje","Rafael Fiziev","Justin Gaethje","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130923
407,35,"Ignacio Bahamondes","Jalin Turner","Ignacio Bahamondes","Submission (triangle choke)",,,wikipedia,2025-07-12T21:21:48.130933
408,35,"Amanda Lemos","Iasmin Lucindo","Amanda Lemos","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.130946
409,35,"Maurício Ruffy","King Green","Maurício Ruffy","KO (spinning wheel kick)",,,wikipedia,2025-07-12T21:21:48.130970
410,35,"Joshua Van","Rei Tsuruya","Joshua Van","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.130991
411,35,"Brunno Ferreira","Armen Petrosyan","Brunno Ferreira","Submission (triangle armbar)",,,wikipedia,2025-07-12T21:21:48.131002
412,35,"Carlos Leal","Alex Morono","Carlos Leal","TKO (punches)",,,wikipedia,2025-07-12T21:21:48.131013
413,35,"Mairon Santos","Francis Marshall","Mairon Santos","Decision (split) (27–30, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.131025
414,35,"Ozzy Diaz","Djorden Ribeiro dos Santos","Ozzy Diaz","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.131045
415,36,"Dricus du Plessis","Sean Strickland","Dricus du Plessis","Decision (unanimous) (50–45, 50–45, 49–46)",,,wikipedia,2025-07-12T21:21:48.131066
416,36,"Zhang Weili","Tatiana Suarez","Zhang Weili","Decision (unanimous) (49–46, 49–46, 49–45)",,,wikipedia,2025-07-12T21:21:48.131080
417,36,"Tallison Teixeira","Justin Tafa","Tallison Teixeira","TKO (knee to the body and elbows)",,,wikipedia,2025-07-12T21:21:48.131122
418,36,"Jake Matthews","Francisco Prado","Jake Matthews","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.131143
419,36,"Gabriel Santos","Jack Jenkins","Gabriel Santos","Submission (rear-naked choke)",,,wikipedia,2025-07-12T21:21:48.131157
420,36,"Tom Nolan","Viacheslav Borshchev","Tom Nolan","Decision (unanimous) (29–28, 29–28, 30–27)",,,wikipedia,2025-07-12T21:21:48.131179
421,36,"Wang Cong","Bruna Brasil","Wang Cong","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.131190
422,36,"Aleksandre Topuria","Colby Thicknesse","Aleksandre Topuria","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.131202
423,36,"Rong Zhu","Kody Steele","Rong Zhu","Decision (unanimous) (30–27, 30–27, 30–27)",,,wikipedia,2025-07-12T21:21:48.131212
424,36,"Jonathan Micallef","Kevin Jousset","Jonathan Micallef","Decision (unanimous) (29–28, 29–28, 29–28)",,,wikipedia,2025-07-12T21:21:48.131222
425,36,"Quillan Salkilld","Anshul Jubli","Quillan Salkilld","TKO (punch)",,,wikipedia,2025-07-12T21:21:48.131234
