name,date,venue,location,status,event_type,url,scraped_at
195,UFC on FX: Guillard vs. Miller,"Jan 20, 2012",Bridgestone Arena,completed,other,,2025-07-29T14:58:05.921303
194,UFC 142: Aldo vs. Mendes,"Jan 14, 2012",HSBC Arena,completed,other,,2025-07-29T14:58:05.921353
193,UFC 141: Lesnar vs. Overeem,"Dec 30, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.921425
192,UFC 140: Jones vs. Machida,"Dec 10, 2011",Scotiabank Arena,completed,other,,2025-07-29T14:58:05.921478
191,The Ultimate Fighter: Team Bisping vs. Team Miller Finale,"Dec 3, 2011",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.921536
190,UFC 139: Shogun vs. Henderson,"Nov 19, 2011",SAP Center,completed,other,,2025-07-29T14:58:05.921588
189,UFC on Fox: Velasquez vs. dos Santos,"Nov 12, 2011",Honda Center,completed,other,,2025-07-29T14:58:05.921640
188,UFC 138: Leben vs. Muñoz,"Nov 5, 2011",LG Arena,completed,other,,2025-07-29T14:58:05.921689
187,UFC 137: Penn vs. Diaz,"Oct 29, 2011",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.921739
186,UFC 136: Edgar vs. Maynard III,"Oct 8, 2011",Toyota Center,completed,other,,2025-07-29T14:58:05.921790
185,UFC Live: Cruz vs. Johnson,"Oct 1, 2011",Capital One Arena,completed,other,,2025-07-29T14:58:05.921840
184,UFC 135: Jones vs. Rampage,"Sep 24, 2011",Pepsi Center,completed,other,,2025-07-29T14:58:05.921891
183,UFC Fight Night: Shields vs. Ellenberger,"Sep 17, 2011",Ernest N. Morial Convention Center,completed,other,,2025-07-29T14:58:05.921946
182,UFC 134: Silva vs. Okami,"Aug 27, 2011",HSBC Arena,completed,other,,2025-07-29T14:58:05.921996
181,UFC Live: Hardy vs. Lytle,"Aug 14, 2011",Bradley Center,completed,other,,2025-07-29T14:58:05.922046
180,UFC 133: Evans vs. Ortiz,"Aug 6, 2011",Wells Fargo Center,completed,other,,2025-07-29T14:58:05.922095
179,UFC 132: Cruz vs. Faber,"Jul 2, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.922144
178,UFC Live: Kongo vs. Barry,"Jun 26, 2011",Consol Energy Center,completed,other,,2025-07-29T14:58:05.922194
177,UFC 131: dos Santos vs. Carwin,"Jun 11, 2011",Rogers Arena,completed,other,,2025-07-29T14:58:05.922249
176,The Ultimate Fighter: Team Lesnar vs. Team dos Santos Finale,"Jun 4, 2011",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.922308
175,UFC 130: Rampage vs. Hamill,"May 28, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.922355
174,UFC 129: St-Pierre vs. Shields,"Apr 30, 2011",Rogers Centre,completed,other,,2025-07-29T14:58:05.922407
173,UFC Fight Night: Nogueira vs. Davis,"Mar 26, 2011",Climate Pledge Arena,completed,other,,2025-07-29T14:58:05.922461
172,UFC 128: Shogun vs. Jones,"Mar 19, 2011",Prudential Center,completed,other,,2025-07-29T14:58:05.922511
171,UFC Live: Sanchez vs. Kampmann,"Mar 3, 2011",KFC Yum! Center,completed,other,,2025-07-29T14:58:05.922562
170,UFC 127: Penn vs. Fitch,"Feb 27, 2011",Qudos Bank Arena,completed,other,,2025-07-29T14:58:05.922612
169,UFC 126: Silva vs. Belfort,"Feb 5, 2011",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.922662
168,UFC: Fight for the Troops 2,"Jan 22, 2011",Fort Hood,completed,other,,2025-07-29T14:58:05.922715
167,UFC 125: Resolution,"Jan 1, 2011",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.922765
166,UFC 124: St-Pierre vs. Koscheck 2,"Dec 11, 2010",Bell Centre,completed,other,,2025-07-29T14:58:05.922818
165,The Ultimate Fighter: Team GSP vs. Team Koscheck Finale,"Dec 4, 2010",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.922876
164,UFC 123: Rampage vs. Machida,"Nov 20, 2010",The Palace of Auburn Hills,completed,other,,2025-07-29T14:58:05.922927
163,UFC 122: Marquardt vs. Okami,"Nov 13, 2010",Rudolf Weber-Arena,completed,other,,2025-07-29T14:58:05.922978
162,UFC 121: Lesnar vs. Velasquez,"Oct 23, 2010",Honda Center,completed,other,,2025-07-29T14:58:05.923028
161,UFC 120: Bisping vs. Akiyama,"Oct 16, 2010",The O2 Arena,completed,other,,2025-07-29T14:58:05.923079
160,UFC 119: Mir vs. Cro Cop,"Sep 25, 2010",Conseco Fieldhouse,completed,other,,2025-07-29T14:58:05.923128
159,UFC Fight Night: Marquardt vs. Palhares,"Sep 15, 2010",Frank Erwin Center,completed,other,,2025-07-29T14:58:05.923183
158,UFC 118: Edgar vs. Penn 2,"Aug 28, 2010",TD Garden,completed,other,,2025-07-29T14:58:05.923235
157,UFC 117: Silva vs. Sonnen,"Aug 7, 2010",Oracle Arena,completed,other,,2025-07-29T14:58:05.923285
156,UFC Live: Jones vs. Matyushenko,"Aug 1, 2010",Pechanga Arena,completed,other,,2025-07-29T14:58:05.923336
155,UFC 116: Lesnar vs. Carwin,"Jul 3, 2010",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.923386
154,The Ultimate Fighter: Team Liddell vs. Team Ortiz Finale,"Jun 19, 2010",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.923440
153,UFC 115: Liddell vs. Franklin,"Jun 12, 2010",General Motors Place,completed,other,,2025-07-29T14:58:05.923495
152,UFC 114: Rampage vs. Evans,"May 29, 2010",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.923571
151,UFC 113: Machida vs. Shogun 2,"May 8, 2010",Bell Centre,completed,other,,2025-07-29T14:58:05.923624
150,UFC 112: Invincible,"Apr 10, 2010",Yas Island,completed,other,,2025-07-29T14:58:05.923675
149,UFC Fight Night: Florian vs. Gomi,"Mar 31, 2010",Bojangles Coliseum,completed,other,,2025-07-29T14:58:05.923729
148,UFC 111: St-Pierre vs. Hardy,"Mar 27, 2010",Prudential Center,completed,other,,2025-07-29T14:58:05.923782
147,UFC Live: Vera vs. Jones,"Mar 21, 2010",1stBank Center,completed,other,,2025-07-29T14:58:05.923833
146,UFC 110: Nogueira vs. Velasquez,"Feb 21, 2010",Qudos Bank Arena,completed,other,,2025-07-29T14:58:05.923884
145,UFC 109: Relentless,"Feb 6, 2010",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.923935
144,UFC Fight Night: Maynard vs. Diaz,"Jan 11, 2010",Patriot Center,completed,other,,2025-07-29T14:58:05.924001
143,UFC 108: Evans vs. Silva,"Jan 2, 2010",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.924051
142,UFC 107: Penn vs. Sanchez,"Dec 12, 2009",FedExForum,completed,other,,2025-07-29T14:58:05.924103
141,The Ultimate Fighter: Heavyweights Finale,"Dec 5, 2009",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.924161
140,UFC 106: Ortiz vs. Griffin 2,"Nov 21, 2009",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.924210
139,UFC 105: Couture vs. Vera,"Nov 14, 2009",Manchester Evening News Arena,completed,other,,2025-07-29T14:58:05.924261
138,UFC 104: Machida vs. Shogun,"Oct 24, 2009",Crypto.com Arena,completed,other,,2025-07-29T14:58:05.924311
137,UFC 103: Franklin vs. Belfort,"Sep 19, 2009",American Airlines Center,completed,other,,2025-07-29T14:58:05.924365
136,UFC Fight Night: Diaz vs. Guillard,"Sep 16, 2009",Cox Convention Center,completed,other,,2025-07-29T14:58:05.924423
135,UFC 102: Couture vs. Nogueira,"Aug 29, 2009",Rose Garden,completed,other,,2025-07-29T14:58:05.924475
134,UFC 101: Declaration,"Aug 8, 2009",Wachovia Center,completed,other,,2025-07-29T14:58:05.924526
133,UFC 100,"Jul 11, 2009",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.924586
132,The Ultimate Fighter: United States vs. United Kingdom Finale,"Jun 20, 2009",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.924642
131,UFC 99: The Comeback,"Jun 13, 2009",Lanxess Arena,completed,other,,2025-07-29T14:58:05.924706
130,UFC 98: Evans vs. Machida,"May 23, 2009",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.924762
129,UFC 97: Redemption,"Apr 18, 2009",Bell Centre,completed,other,,2025-07-29T14:58:05.924815
128,UFC Fight Night: Condit vs. Kampmann,"Apr 1, 2009",Sommet Center,completed,other,,2025-07-29T14:58:05.924869
127,UFC 96: Jackson vs. Jardine,"Mar 7, 2009",Nationwide Arena,completed,other,,2025-07-29T14:58:05.924921
126,UFC 95: Sanchez vs. Stevenson,"Feb 21, 2009",The O2 Arena,completed,other,,2025-07-29T14:58:05.924974
125,UFC Fight Night: Lauzon vs. Stephens,"Feb 7, 2009",USF Sun Dome,completed,other,,2025-07-29T14:58:05.925028
124,UFC 94: St-Pierre vs. Penn 2,"Jan 31, 2009",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.925080
123,UFC 93: Franklin vs. Henderson,"Jan 17, 2009",3Arena,completed,other,,2025-07-29T14:58:05.925134
122,Ultimate 2008,"Dec 27, 2008",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.925187
121,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"Dec 13, 2008",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.925240
120,UFC: Fight for the Troops,"Dec 10, 2008",Crown Coliseum,completed,other,,2025-07-29T14:58:05.925296
119,UFC 91: Couture vs. Lesnar,"Nov 15, 2008",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.925348
118,UFC 90: Silva vs. Côté,"Oct 25, 2008",Allstate Arena,completed,other,,2025-07-29T14:58:05.925403
117,UFC 89: Bisping vs. Leben,"Oct 18, 2008",National Indoor Arena,completed,other,,2025-07-29T14:58:05.925456
116,UFC Fight Night: Diaz vs. Neer,"Sep 17, 2008",Omaha Civic Auditorium,completed,other,,2025-07-29T14:58:05.925509
115,UFC 88: Breakthrough,"Sep 6, 2008",State Farm Arena,completed,other,,2025-07-29T14:58:05.925562
114,UFC 87: Seek and Destroy,"Aug 9, 2008",Target Center,completed,other,,2025-07-29T14:58:05.925614
113,UFC Fight Night: Silva vs. Irvin,"Jul 19, 2008",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.925667
112,UFC 86: Jackson vs. Griffin,"Jul 5, 2008",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.925715
111,The Ultimate Fighter: Team Rampage vs. Team Forrest Finale,"Jun 21, 2008",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.925769
110,UFC 85: Bedlam,"Jun 7, 2008",The O2 Arena,completed,other,,2025-07-29T14:58:05.925820
109,UFC 84: Ill Will,"May 24, 2008",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.925871
108,UFC 83: Serra vs. St-Pierre 2,"Apr 19, 2008",Bell Centre,completed,other,,2025-07-29T14:58:05.925926
107,UFC Fight Night: Florian vs. Lauzon,"Apr 2, 2008",Broomfield Event Center,completed,other,,2025-07-29T14:58:05.925980
106,UFC 82: Pride of a Champion,"Mar 1, 2008",Nationwide Arena,completed,other,,2025-07-29T14:58:05.926033
105,UFC 81: Breaking Point,"Feb 2, 2008",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.926088
104,UFC Fight Night: Swick vs. Burkman,"Jan 23, 2008",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.926138
103,UFC 80: Rapid Fire,"Jan 19, 2008",Metro Radio Arena,completed,other,,2025-07-29T14:58:05.926189
102,UFC 79: Nemesis,"Dec 29, 2007",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.926240
101,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Dec 8, 2007",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.926285
100,UFC 78: Validation,"Nov 17, 2007",Prudential Center,completed,other,,2025-07-29T14:58:05.926337
099,UFC 77: Hostile Territory,"Oct 20, 2007",U.S. Bank Arena,completed,other,,2025-07-29T14:58:05.926390
098,UFC 76: Knockout,"Sep 22, 2007",Honda Center,completed,other,,2025-07-29T14:58:05.926441
097,UFC Fight Night: Thomas vs. Florian,"Sep 19, 2007",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.926485
096,UFC 75: Champion vs. Champion,"Sep 8, 2007",The O2 Arena,completed,other,,2025-07-29T14:58:05.926538
095,UFC 74: Respect,"Aug 25, 2007",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.926588
094,UFC 73: Stacked,"Jul 7, 2007",ARCO Arena,completed,other,,2025-07-29T14:58:05.926639
093,The Ultimate Fighter: Team Pulver vs. Team Penn Finale,"Jun 23, 2007",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.926688
092,UFC 72: Victory,"Jun 16, 2007",The Odyssey,completed,other,,2025-07-29T14:58:05.926740
091,UFC Fight Night: Stout vs. Fisher,"Jun 12, 2007",Seminole Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.926788
090,UFC 71: Liddell vs. Jackson,"May 26, 2007",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.926841
089,UFC 70: Nations Collide,"Apr 21, 2007",Manchester Evening News Arena,completed,other,,2025-07-29T14:58:05.926893
088,UFC 69: Shootout,"Apr 7, 2007",Toyota Center,completed,other,,2025-07-29T14:58:05.926946
087,UFC Fight Night: Stevenson vs. Guillard,"Apr 5, 2007",Palms Casino Resort,completed,other,,2025-07-29T14:58:05.927001
086,UFC 68: The Uprising,"Mar 3, 2007",Nationwide Arena,completed,other,,2025-07-29T14:58:05.927053
085,UFC 67: All or Nothing,"Feb 3, 2007",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.927104
084,UFC Fight Night: Evans vs. Salmon,"Jan 25, 2007",Seminole Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.927158
083,UFC 66: Liddell vs. Ortiz,"Dec 30, 2006",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.927210
082,UFC Fight Night: Sanchez vs. Riggs,"Dec 13, 2006",Marine Corps Air Station Miramar,completed,other,,2025-07-29T14:58:05.927264
081,UFC 65: Bad Intentions,"Nov 18, 2006",ARCO Arena,completed,other,,2025-07-29T14:58:05.927316
080,The Ultimate Fighter: The Comeback Finale,"Nov 11, 2006",Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.927372
079,UFC 64: Unstoppable,"Oct 14, 2006",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.927420
078,UFC Fight Night 6.5,"Oct 10, 2006",Seminole Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.927472
077,UFC 63: Hughes vs. Penn,"Sep 23, 2006",Honda Center,completed,other,,2025-07-29T14:58:05.927524
076,UFC 62: Liddell vs. Sobral,"Aug 26, 2006",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.927581
075,UFC Fight Night 6,"Aug 17, 2006",Red Rock Resort Spa and Casino,completed,other,,2025-07-29T14:58:05.927636
074,UFC 61: Bitter Rivals,"Jul 8, 2006",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.927688
073,UFC Ultimate Fight Night 5,"Jun 28, 2006",Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.927735
072,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun 24, 2006",849,completed,other,,2025-07-29T14:58:05.927785
071,UFC 60: Hughes vs. Gracie,"May 27, 2006",Crypto.com Arena,completed,other,,2025-07-29T14:58:05.927838
070,UFC 59: Reality Check,"Apr 15, 2006",Honda Center,completed,other,,2025-07-29T14:58:05.927891
069,UFC Ultimate Fight Night 4,"Apr 6, 2006",Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.927943
068,UFC 58: USA vs. Canada,"Mar 4, 2006",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.927990
067,UFC 57: Liddell vs. Couture 3,"Feb 4, 2006","10,659",completed,other,,2025-07-29T14:58:05.928035
066,UFC Ultimate Fight Night 3,"Jan 16, 2006",Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.928082
065,UFC 56: Full Force,"Nov 19, 2005",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.928129
064,The Ultimate Fighter: Team Hughes vs. Team Franklin Finale,"Nov 5, 2005",Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.928174
063,UFC 55: Fury,"Oct 7, 2005",Mohegan Sun Arena,completed,other,,2025-07-29T14:58:05.928227
062,UFC Ultimate Fight Night 2,"Oct 3, 2005",Hard Rock Hotel and Casino,completed,other,,2025-07-29T14:58:05.928269
061,UFC 54: Boiling Point,"Aug 20, 2005",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.928317
060,UFC Ultimate Fight Night,"Aug 6, 2005",Cox Pavilion,completed,other,,2025-07-29T14:58:05.928355
059,UFC 53: Heavy Hitters,"Jun 4, 2005",Boardwalk Hall,completed,other,,2025-07-29T14:58:05.928406
058,UFC 52: Couture vs. Liddell,"Apr 16, 2005",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.928459
057,The Ultimate Fighter: Team Couture vs. Team Liddell Finale,"Apr 9, 2005",Cox Pavilion,completed,other,,2025-07-29T14:58:05.928505
056,UFC 51: Super Saturday,"Feb 5, 2005",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.928553
055,UFC 50: The War of '04,"Oct 22, 2004",Boardwalk Hall,completed,other,,2025-07-29T14:58:05.928605
054,UFC 49: Unfinished Business,"Aug 21, 2004",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.928660
053,UFC 48: Payback,"Jun 19, 2004",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.928706
052,UFC 47: It's On!,"Apr 2, 2004","11,437",completed,other,,2025-07-29T14:58:05.928749
051,UFC 46: Supernatural,"Jan 31, 2004","10,700",completed,other,,2025-07-29T14:58:05.928793
050,UFC 45: Revolution,"Nov 21, 2003",Mohegan Sun Arena,completed,other,,2025-07-29T14:58:05.928845
049,UFC 44: Undisputed,"Sep 26, 2003",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.928896
048,UFC 43: Meltdown,"Jun 6, 2003",Thomas & Mack Center,completed,other,,2025-07-29T14:58:05.928943
047,UFC 42: Sudden Impact,"Apr 25, 2003",Kaseya Center,completed,other,,2025-07-29T14:58:05.928995
046,UFC 41: Onslaught,"Feb 28, 2003",Boardwalk Hall,completed,other,,2025-07-29T14:58:05.929052
045,UFC 40: Vendetta,"Nov 22, 2002",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.929134
044,UFC 39: The Warriors Return,"Sep 27, 2002",Mohegan Sun Arena,completed,other,,2025-07-29T14:58:05.929202
043,UFC 38: Brawl at the Hall,"Jul 13, 2002",Royal Albert Hall,completed,other,,2025-07-29T14:58:05.929262
042,UFC 37.5: As Real As It Gets,"Jun 22, 2002",Bellagio,completed,other,,2025-07-29T14:58:05.929324
041,UFC 37: High Impact,"May 10, 2002",CenturyTel Center,completed,other,,2025-07-29T14:58:05.929378
040,UFC 36: Worlds Collide,"Mar 22, 2002",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.929432
039,UFC 35: Throwdown,"Jan 11, 2002",Mohegan Sun Arena,completed,other,,2025-07-29T14:58:05.929497
038,UFC 34: High Voltage,"Nov 2, 2001",MGM Grand Garden Arena,completed,other,,2025-07-29T14:58:05.929554
037,UFC 33: Victory in Vegas,"Sep 28, 2001",Mandalay Bay Events Center,completed,other,,2025-07-29T14:58:05.929604
036,UFC 32: Showdown in the Meadowlands,"Jun 29, 2001",Continental Airlines Arena,completed,other,,2025-07-29T14:58:05.929666
035,UFC 31: Locked and Loaded,"May 4, 2001",Etess Arena,completed,other,,2025-07-29T14:58:05.929714
034,UFC 30: Battle on the Boardwalk,"Feb 23, 2001","3,000",completed,other,,2025-07-29T14:58:05.929762
033,UFC 29: Defense of the Belts,"Dec 16, 2000",Differ Ariake Arena,completed,other,,2025-07-29T14:58:05.929829
032,UFC 28: High Stakes,"Nov 17, 2000",Etess Arena,completed,other,,2025-07-29T14:58:05.929885
031,UFC 27: Ultimate Bad Boyz,"Sep 22, 2000",Lakefront Arena,completed,other,,2025-07-29T14:58:05.929929
030,UFC 26: Ultimate Field of Dreams,"Jun 9, 2000",Five Seasons Events Center,completed,other,,2025-07-29T14:58:05.929999
029,UFC 25: Ultimate Japan 3,"Apr 14, 2000",Yoyogi National Gymnasium,completed,other,,2025-07-29T14:58:05.930043
028,UFC 24: First Defense,"Mar 10, 2000",Lake Charles Civic Center,completed,other,,2025-07-29T14:58:05.930085
027,UFC 23: Ultimate Japan 2,"Nov 19, 1999",Tokyo Bay NK Hall,completed,other,,2025-07-29T14:58:05.930129
026,UFC 22: Only One Can be Champion,"Sep 24, 1999",Lake Charles Civic Center,completed,other,,2025-07-29T14:58:05.930173
025,UFC 21: Return of the Champions,"Jul 16, 1999",Five Seasons Events Center,completed,other,,2025-07-29T14:58:05.930217
024,UFC 20: Battle for the Gold,"May 7, 1999",Boutwell Memorial Auditorium,completed,other,,2025-07-29T14:58:05.930264
023,UFC 19: Ultimate Young Guns,"Mar 5, 1999",Casino Magic Bay St. Louis,completed,other,,2025-07-29T14:58:05.930308
022,UFC 18: The Road to the Heavyweight Title,"Jan 8, 1999",Pontchartrain Center,completed,other,,2025-07-29T14:58:05.930355
021,UFC Brazil: Ultimate Brazil,"Oct 16, 1998",Ginásio da Portuguesa,completed,other,,2025-07-29T14:58:05.930408
020,UFC 17: Redemption,"May 15, 1998",Mobile Civic Center,completed,other,,2025-07-29T14:58:05.930462
019,UFC 16: Battle in the Bayou,"Mar 13, 1998",Pontchartrain Center,completed,other,,2025-07-29T14:58:05.930536
018,UFC Japan: Ultimate Japan,"Dec 21, 1997",Yokohama Arena,completed,other,,2025-07-29T14:58:05.930585
017,UFC 15: Collision Course,"Oct 17, 1997",Casino Magic Bay St. Louis,completed,other,,2025-07-29T14:58:05.930628
016,UFC 14: Showdown,"Jul 27, 1997",Boutwell Memorial Auditorium,completed,other,,2025-07-29T14:58:05.930678
015,UFC 13: The Ultimate Force,"May 30, 1997",Augusta Civic Center,completed,other,,2025-07-29T14:58:05.930729
014,UFC 12: Judgement Day,"Feb 7, 1997",Dothan Civic Center,completed,other,,2025-07-29T14:58:05.930781
013,UFC: The Ultimate Ultimate 2,"Dec 7, 1996",Fair Park Arena,completed,other,,2025-07-29T14:58:05.930835
012,UFC 11: The Proving Ground,"Sep 20, 1996",Augusta Civic Center,completed,other,,2025-07-29T14:58:05.930887
011,UFC 10: The Tournament,"Jul 12, 1996",Fair Park Arena,completed,other,,2025-07-29T14:58:05.930938
010,UFC 9: Motor City Madness,"May 17, 1996",Cobo Arena,completed,other,,2025-07-29T14:58:05.930988
009,UFC 8: David vs. Goliath,"Feb 16, 1996",Coliseo Rubén Rodríguez,completed,other,,2025-07-29T14:58:05.931039
008,UFC: The Ultimate Ultimate,"Dec 16, 1995",Mammoth Gardens,completed,other,,2025-07-29T14:58:05.931089
007,UFC 7: The Brawl in Buffalo,"Sep 8, 1995",Buffalo Memorial Auditorium,completed,other,,2025-07-29T14:58:05.931140
006,UFC 6: Clash of the Titans,"Jul 14, 1995",Casper Events Center,completed,other,,2025-07-29T14:58:05.931191
005,UFC 5: The Return of the Beast,"Apr 7, 1995",Independence Arena,completed,other,,2025-07-29T14:58:05.931242
004,UFC 4: Revenge of the Warriors,"Dec 16, 1994",Expo Square Pavilion,completed,other,,2025-07-29T14:58:05.931294
003,UFC 3: The American Dream,"Sep 9, 1994",Grady Cole Center,completed,other,,2025-07-29T14:58:05.931345
002,UFC 2: No Way Out,"Mar 11, 1994",Mammoth Gardens,completed,other,,2025-07-29T14:58:05.931395
001,UFC 1: The Beginning,"Nov 12, 1993",McNichols Sports Arena,completed,other,,2025-07-29T14:58:05.931442
